"2024-06-25 16:35:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-25 16:37:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","75"
"2024-06-25 16:43:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-25 16:46:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","76"
"2024-06-25 16:48:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","75"
"2024-06-25 16:52:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-25 16:54:38 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","75"
"2024-06-25 16:55:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-25 17:01:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-25 17:22:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-25 17:27:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-25 17:29:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-25 17:30:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-25 17:47:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-25 17:49:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-25 18:02:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-25 18:04:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","72"
"2024-06-25 18:07:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","71"
"2024-06-25 18:10:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","76"
"2024-06-25 18:15:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-25 18:18:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","72"
"2024-06-25 18:18:48 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-25 18:24:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","74"
"2024-06-25 18:24:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-25 18:25:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-25 18:26:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-25 18:27:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-25 18:28:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-26 06:35:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","80"
"2024-06-26 09:03:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-26 09:05:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-26 09:07:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-26 09:07:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-26 09:12:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-26 09:13:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","77"
"2024-06-26 10:10:57 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-26 10:11:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-26 10:17:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-26 10:19:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-26 10:24:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-26 11:33:04 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-26 11:35:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-26 11:38:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-26 11:41:04 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-26 11:42:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","72"
"2024-06-26 11:45:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-26 12:23:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-26 12:34:09 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-26 13:14:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-26 13:15:00 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-26 13:22:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-26 13:30:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-26 13:36:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-26 13:38:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-26 13:39:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","71"
"2024-06-26 13:45:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-26 13:46:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-26 15:40:57 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-26 15:42:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-26 15:43:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-26 16:46:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-26 17:12:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-27 06:44:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-27 06:44:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-27 06:46:27 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-27 06:51:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-27 06:52:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-27 06:54:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-27 06:56:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-27 06:58:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-27 07:28:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-27 07:29:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-27 07:46:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-27 07:48:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-27 07:49:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-27 07:52:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-27 07:54:53 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-27 07:55:47 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-27 07:58:01 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-27 08:01:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-27 08:03:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-27 08:29:27 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-27 08:30:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-27 08:30:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-27 08:36:27 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-27 09:19:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-27 09:20:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-27 09:21:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-27 09:22:47 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-27 09:25:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-27 09:25:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-27 09:27:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-27 11:29:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","47"
"2024-06-27 11:35:29 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-27 11:39:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-27 11:40:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-27 11:48:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-27 11:50:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-27 11:51:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-27 12:08:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-27 12:09:29 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-27 12:13:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-27 12:14:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-27 12:15:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-27 12:17:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-27 12:20:04 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-27 12:20:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-27 12:23:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-27 12:24:44 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-27 12:25:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-27 13:04:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-27 13:07:25 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-27 13:08:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-27 13:09:47 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","78"
"2024-06-27 13:12:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-27 13:13:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-27 13:14:45 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-27 13:16:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-27 14:24:47 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-27 14:30:45 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-27 14:32:24 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-27 14:35:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-27 14:36:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-27 14:37:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-27 14:38:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-27 14:39:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-27 14:42:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-27 15:59:00 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-27 19:41:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","47"
"2024-06-27 19:42:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-27 19:46:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-27 19:48:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-27 19:54:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-27 19:55:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-27 19:58:48 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-27 20:02:38 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-27 20:06:29 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-28 06:48:21 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-28 06:53:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-28 06:54:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","67"
"2024-06-28 10:21:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-28 10:22:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-28 12:00:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-28 12:01:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-28 12:49:29 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-28 12:51:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-28 12:51:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-28 12:52:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-28 12:56:00 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","66"
"2024-06-28 12:59:57 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","78"
"2024-06-28 13:00:32 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","69"
"2024-06-28 13:21:46 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","49"
"2024-06-28 13:22:45 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-28 13:23:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","71"
"2024-06-28 13:24:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-28 13:26:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-28 13:27:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","79"
"2024-06-28 13:28:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-28 13:37:10 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-28 13:57:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-28 13:57:45 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-28 13:58:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-28 13:59:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-28 14:00:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-28 14:02:08 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","51"
"2024-06-28 14:03:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-28 14:12:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-28 14:13:56 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-28 14:14:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-28 14:15:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-28 14:21:48 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-28 14:23:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-28 14:23:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-28 14:24:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-28 14:25:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-28 14:26:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-28 14:28:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-28 14:30:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-28 14:32:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-28 14:39:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-28 14:40:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-28 14:41:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-28 14:49:15 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-28 14:49:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","46"
"2024-06-28 14:56:51 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-28 15:20:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-28 15:21:03 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","70"
"2024-06-28 15:22:24 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-28 15:23:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-28 15:25:59 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-28 15:27:22 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","64"
"2024-06-28 15:27:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-28 15:28:41 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-28 15:29:38 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-28 15:36:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-28 15:36:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-28 16:08:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-28 16:09:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-28 16:42:01 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-28 16:42:53 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-28 17:19:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-28 17:22:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-28 17:23:13 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-28 17:26:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-28 17:28:17 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-28 17:28:55 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-28 18:20:09 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-28 19:59:27 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-28 21:44:49 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-28 21:46:47 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-29 09:52:45 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-29 09:54:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-29 10:05:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","37"
"2024-06-29 10:07:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","45"
"2024-06-29 10:17:36 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
"2024-06-29 10:24:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","60"
"2024-06-29 10:25:50 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","59"
"2024-06-29 10:30:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","58"
"2024-06-29 10:39:11 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","72"
"2024-06-29 11:05:38 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","40"
"2024-06-29 11:07:33 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-29 11:41:04 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","52"
"2024-06-29 11:41:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-29 11:46:06 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","50"
"2024-06-29 11:52:31 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-29 11:59:37 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-29 12:01:35 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","56"
"2024-06-29 12:07:20 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-29 12:09:14 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-29 12:39:52 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","63"
"2024-06-29 12:40:53 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-29 13:21:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-29 13:23:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","57"
"2024-06-29 13:24:42 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-29 13:25:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","61"
"2024-06-29 13:26:19 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-29 13:28:05 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","43"
"2024-06-29 13:31:16 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","47"
"2024-06-29 13:31:54 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","44"
"2024-06-29 13:38:07 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","48"
"2024-06-29 13:40:34 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-29 13:44:02 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","65"
"2024-06-29 14:14:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","53"
"2024-06-29 17:00:40 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","73"
"2024-06-29 17:01:12 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","62"
"2024-06-29 17:19:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","98"
"2024-06-29 17:24:58 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","99"
"2024-06-29 17:25:30 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","82"
"2024-06-29 17:28:28 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","54"
"2024-06-29 17:32:43 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","68"
"2024-06-29 18:15:26 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","43"
"2024-06-29 18:44:39 -0700","HKQuantityTypeIdentifierWalkingStepLength","cm","55"
